id,candidate_id,round_no,scheduled_date,scheduled_time,session_duration_minutes,interview_mode,status,ai_score,communication_score,response_confidence_score,questions_answered,total_questions,transcript_summary,created_at
102_326,246,1,2024-08-05,16:00:00,90,Video,Completed,60.62,54.19,64.44,6,8,"The session revealed a candidate with foundational knowledge in QA Engineer but inconsistent depth. Soham was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 64.4 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-07-30 00:00:00
102_327,247,1,2025-01-17,16:15:00,45,Video,Completed,73.98,73.75,82.26,13,15,"The session with Pragya was notably efficient. Answered 13 of 15 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-01-16 00:00:00
102_328,248,1,2024-03-03,15:15:00,60,AI Avatar,Completed,75.04,70.52,68.3,8,8,"Aryan handled the pressure well throughout the interview. Communication style was confident and professional, scoring 70.5 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Product Manager work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-03-02 00:00:00
102_329,248,2,2024-03-10,11:15:00,30,AI Avatar,Completed,75.85,72.19,67.46,7,8,"Aryan handled the pressure well throughout the interview. Communication style was confident and professional, scoring 72.2 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Product Manager work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-03-04 00:00:00
102_330,249,1,2024-07-08,16:00:00,45,AI Avatar,Completed,74.2,90.01,90.9,8,10,"Suraj demonstrated strong command over core Data Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-07-03 00:00:00
102_331,250,1,2024-09-12,11:45:00,45,Voice,Completed,87.07,90.36,78.54,10,12,"Mohit demonstrated strong command over core Product Manager concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-09-10 00:00:00
102_332,250,2,2024-09-14,10:00:00,30,AI Avatar,Completed,90.85,91.56,78.33,7,8,"The session with Mohit was notably efficient. Answered 7 of 8 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-09-12 00:00:00
102_333,251,1,2024-04-20,10:30:00,90,AI Avatar,Completed,43.65,32.71,35.56,6,12,"The interview with Poonam revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Database Administrator competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 35.6 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-04-14 00:00:00
102_334,252,1,2024-11-05,09:00:00,60,Video,Completed,79.74,86.81,90.13,9,10,"Vikas demonstrated strong command over core Android Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-11-04 00:00:00
102_335,252,2,2024-11-09,15:15:00,90,AI Avatar,Completed,79.46,88.22,91.07,6,8,"Vikas handled the pressure well throughout the interview. Communication style was confident and professional, scoring 88.2 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Android Developer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-11-06 00:00:00
102_336,253,1,2024-08-11,15:45:00,30,AI Avatar,Completed,83.83,73.7,69.73,13,15,"Jyoti demonstrated strong command over core Database Administrator concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-08-10 00:00:00
102_337,253,2,2024-08-14,13:30:00,90,AI Avatar,Completed,84.49,73.05,71.26,7,8,"Jyoti demonstrated strong command over core Database Administrator concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-08-12 00:00:00
102_338,254,1,2024-11-28,13:00:00,90,AI Avatar,Completed,29.54,45.86,39.8,5,12,"Rohit struggled to maintain focus during the session. Out of 12 questions, only 5 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Backend Developer fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 45.9 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-11-21 00:00:00
102_339,255,1,2024-06-10,11:00:00,30,Video,Completed,60.18,61.08,60.47,10,15,Karan performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 10 of 15 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-06-07 00:00:00
102_340,256,1,2024-08-02,10:15:00,90,Video,Completed,61.52,69.83,51.85,5,8,Sonal performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 5 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-07-28 00:00:00
102_341,257,1,2025-01-14,11:45:00,60,Video,Completed,93.64,81.3,70.16,8,8,"The session with Monika was notably efficient. Answered 8 of 8 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-01-13 00:00:00
102_342,257,2,2025-01-19,13:00:00,60,AI Avatar,Completed,93.84,82.19,70.61,8,8,"Monika handled the pressure well throughout the interview. Communication style was confident and professional, scoring 82.2 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Data Analyst work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2025-01-15 00:00:00
102_343,258,1,2024-02-01,12:15:00,45,AI Avatar,Completed,60.66,69.88,62.22,9,12,Anusha performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 9 of 12 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-01-27 00:00:00
102_344,259,1,2024-06-29,13:30:00,90,AI Avatar,Completed,33.43,36.42,33.82,5,8,"The interview with Shubham revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Frontend Developer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 33.8 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-06-23 00:00:00
102_345,260,1,2024-11-06,09:30:00,45,Voice,Cancelled,,,,3,12,"Preeti began the session but disengaged after 3 questions, citing personal reasons. The questions covered included only introductory topics. No coding or design questions were reached. Insufficient data to generate a comprehensive performance evaluation. Status marked as incomplete pending candidate response.",2024-11-04 00:00:00
102_346,261,1,2024-01-16,11:30:00,90,AI Avatar,Completed,41.36,49.86,23.93,9,12,"Urvashi struggled to maintain focus during the session. Out of 12 questions, only 9 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Automation Test Engineer fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 49.9 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-01-15 00:00:00
102_347,262,1,2024-02-20,10:15:00,60,Voice,Completed,89.41,71.42,80.16,7,8,"Vandana handled the pressure well throughout the interview. Communication style was confident and professional, scoring 71.4 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in QA Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-02-16 00:00:00
102_348,262,2,2024-02-23,17:30:00,45,Voice,Completed,91.52,71.28,80.4,12,15,"Vandana handled the pressure well throughout the interview. Communication style was confident and professional, scoring 71.3 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in QA Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-02-18 00:00:00
102_349,263,1,2025-03-03,17:30:00,60,Video,Completed,79.1,88.56,89.95,10,12,"The session with Swati was notably efficient. Answered 10 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-02-26 00:00:00
102_350,264,1,2025-02-02,15:30:00,45,AI Avatar,Completed,57.4,53.46,57.16,6,8,"Shilpa started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 53.5 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2025-01-31 00:00:00
102_351,265,1,2024-03-25,10:00:00,60,Voice,Escalated,,,,0,12,"The interview with Anjali revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Full Stack Developer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 0 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-03-17 00:00:00
102_352,266,1,2024-08-27,15:00:00,90,AI Avatar,Completed,72.32,76.59,88.81,8,8,"Bhavesh demonstrated strong command over core Data Scientist concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-08-21 00:00:00
102_353,267,1,2024-01-29,12:15:00,45,Video,Completed,81.25,87.9,79.76,8,8,"Monika demonstrated strong command over core Frontend Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-28 00:00:00
102_354,268,1,2024-01-23,13:15:00,45,AI Avatar,Completed,73.39,89.8,68.6,8,8,"Simran demonstrated strong command over core iOS Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-18 00:00:00
102_355,268,2,2024-01-24,12:30:00,45,Video,Completed,75.29,89.86,68.08,9,10,"Simran handled the pressure well throughout the interview. Communication style was confident and professional, scoring 89.9 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in iOS Developer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-01-20 00:00:00
102_356,269,1,2024-03-24,14:45:00,90,Video,Completed,35.61,38.3,35.2,4,12,"The interview with Simran revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Cloud Engineer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 35.2 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-03-21 00:00:00
102_357,270,1,2024-05-28,17:15:00,90,AI Avatar,Completed,50.54,60.04,65.45,7,10,"Jyoti started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 60.0 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-05-25 00:00:00
102_358,270,2,2024-05-29,11:00:00,60,Voice,Completed,52.34,62.98,64.61,6,8,Jyoti performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 6 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-05-27 00:00:00
102_359,271,1,2025-01-05,11:45:00,45,Voice,Escalated,,,,0,15,"The interview session for Nisha was cut short due to technical difficulties on the candidate's end. The available transcript covers approximately 0 questions. From the partial data, the candidate appeared engaged and initial responses were reasonable, but depth cannot be assessed. Recommend follow-up session before making any recommendation.",2024-12-28 00:00:00
102_360,272,1,2024-06-08,13:30:00,60,Video,Completed,85.91,89.59,82.51,8,8,"The session with Suraj was notably efficient. Answered 8 of 8 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-06-05 00:00:00
102_361,273,1,2024-08-22,17:15:00,45,Video,Escalated,,,,2,8,"The interview session for Swati was cut short due to technical difficulties on the candidate's end. The available transcript covers approximately 2 questions. From the partial data, the candidate appeared engaged and initial responses were reasonable, but depth cannot be assessed. Recommend follow-up session before making any recommendation.",2024-08-17 00:00:00
102_362,274,1,2025-03-31,17:15:00,60,AI Avatar,Completed,57.48,45.43,48.07,10,15,"Charu started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 45.4 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2025-03-25 00:00:00
102_363,275,1,2024-08-19,10:15:00,45,AI Avatar,Completed,53.01,67.1,58.85,11,15,"The session revealed a candidate with foundational knowledge in Cloud Engineer but inconsistent depth. Uday was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 58.9 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-08-18 00:00:00
102_364,276,1,2024-08-18,09:30:00,45,Video,Completed,40.73,34.05,26.4,6,10,"Vikram was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a SRE Engineer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-08-10 00:00:00
102_365,277,1,2025-01-14,09:30:00,90,AI Avatar,Completed,22.19,33.13,28.1,11,15,"The interview with Sachin revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Database Administrator competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 28.1 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2025-01-10 00:00:00
102_366,278,1,2025-01-03,14:15:00,90,AI Avatar,Escalated,,,,0,8,"Vikram was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a UI/UX Designer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-12-26 00:00:00
102_367,279,1,2024-09-15,13:30:00,45,Voice,Completed,72.56,76.44,74.19,11,12,"Swati demonstrated strong command over core Software Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-09-10 00:00:00
102_368,279,2,2024-09-14,14:45:00,45,AI Avatar,Completed,73.58,77.22,76.06,7,8,"Swati demonstrated strong command over core Software Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-09-12 00:00:00
102_369,280,1,2024-02-10,17:45:00,30,Voice,Completed,38.07,32.65,18.96,10,15,"Anjali struggled to maintain focus during the session. Out of 15 questions, only 10 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Senior Software Engineer fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 32.6 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-02-07 00:00:00
102_370,281,1,2024-01-26,13:30:00,30,AI Avatar,Completed,49.11,60.45,58.68,4,8,"The session revealed a candidate with foundational knowledge in iOS Developer but inconsistent depth. Aniket was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 58.7 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-01-23 00:00:00
102_371,282,1,2024-04-11,17:15:00,30,AI Avatar,Cancelled,,,,0,10,Nidhi disconnected midway through the session and was unable to return within the allotted window. Only 0 of 10 questions were captured. The partial responses available show basic awareness of Automation Test Engineer concepts but insufficient data to make a reliable evaluation. Session flagged as incomplete and escalated for rescheduling consideration.,2024-04-07 00:00:00
102_372,283,1,2025-03-27,13:15:00,60,AI Avatar,Completed,81.78,86.12,73.5,9,10,"Tarun demonstrated strong command over core Cybersecurity Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2025-03-21 00:00:00
102_373,283,2,2025-03-26,14:15:00,45,Video,Completed,84.59,85.85,73.63,8,8,"The session with Tarun was notably efficient. Answered 8 of 8 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-03-23 00:00:00
102_374,284,1,2024-09-13,15:30:00,30,Voice,Escalated,,,,2,15,"Karan was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a Data Analyst candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-09-06 00:00:00
102_375,285,1,2024-04-03,13:30:00,45,AI Avatar,Completed,70.64,53.19,62.61,8,12,"Meghna started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 53.2 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-03-31 00:00:00
102_376,286,1,2024-11-24,15:15:00,45,AI Avatar,Escalated,,,,2,8,Tanya disconnected midway through the session and was unable to return within the allotted window. Only 2 of 8 questions were captured. The partial responses available show basic awareness of Product Manager concepts but insufficient data to make a reliable evaluation. Session flagged as incomplete and escalated for rescheduling consideration.,2024-11-16 00:00:00
102_377,287,1,2024-09-02,12:15:00,30,AI Avatar,Completed,30.63,32.37,33.09,11,15,"The interview with Pooja revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Data Analyst competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 33.1 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-08-28 00:00:00
102_378,288,1,2024-06-19,17:15:00,60,Voice,Cancelled,,,,0,10,"Tushar began the session but disengaged after 0 questions, citing personal reasons. The questions covered included only introductory topics. No coding or design questions were reached. Insufficient data to generate a comprehensive performance evaluation. Status marked as incomplete pending candidate response.",2024-06-16 00:00:00
102_379,289,1,2025-01-25,10:00:00,45,Video,Completed,86.89,79.65,77.37,11,12,"Simran handled the pressure well throughout the interview. Communication style was confident and professional, scoring 79.7 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Backend Developer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2025-01-23 00:00:00
102_380,290,1,2025-02-26,12:45:00,30,Video,Completed,64.85,63.11,45.17,13,15,"The session revealed a candidate with foundational knowledge in Data Analyst but inconsistent depth. Aarav was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 45.2 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2025-02-23 00:00:00
102_381,290,2,2025-03-01,12:00:00,45,Voice,Completed,64.13,62.27,44.45,6,8,Aarav performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 6 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2025-02-25 00:00:00
102_382,291,1,2024-02-27,13:00:00,90,Video,Escalated,,,,1,15,"Sonal was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a UI/UX Designer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-02-20 00:00:00
102_383,292,1,2024-09-30,15:30:00,45,AI Avatar,Escalated,,,,3,12,"The interview with Sonali revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core Senior Software Engineer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 0 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-09-23 00:00:00
102_384,293,1,2025-01-08,13:45:00,30,Voice,Cancelled,,,,4,15,Megha performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 4 of 15 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2025-01-07 00:00:00
102_385,294,1,2024-11-26,10:45:00,90,AI Avatar,Completed,24.14,33.66,37.23,5,12,"Vinay was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a DevOps Engineer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-11-22 00:00:00
