id,candidate_id,rating,decision_alignment,useful_output,bias_flagged,feedback_comment,corrected_recommendation,reviewed_at
105_320,320,3,True,True,True,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-11-28 00:00:00
105_321,321,2,False,False,False,I agreed with the hold for Sonal but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,Hold,2024-05-19 00:00:00
105_323,323,1,False,False,False,Output was insufficient to make a call. The interview transcript was incomplete and the AI score felt unreliable. I escalated for a re-interview. Useful to have the flag but the system needs better handling of incomplete session data.,Proceed,2024-05-03 00:00:00
105_324,324,5,True,True,False,Good catch by the AI — Mohit's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-09-27 00:00:00
105_325,325,4,True,True,False,"For Sachin, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",,2024-08-03 00:00:00
105_328,328,5,True,True,True,Good catch by the AI — Nilesh's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-05-18 00:00:00
105_329,329,2,True,False,False,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Jay's hold was vague — I had to design the follow-up interview criteria myself.,,2024-08-22 00:00:00
105_330,330,3,True,True,True,"Useful output for this candidate. The coding score (67.1%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Siddharth's notice period is 90 days, which matters for our timeline.",,2024-08-23 00:00:00
105_332,332,2,False,False,False,Escalated because the AI and I disagreed. Aryan's assessment scores didn't fully reflect what I saw in the interview style. Flagged to senior recruiter. The system could benefit from a confidence band indicator to catch these edge cases.,Hold,2024-03-26 00:00:00
105_333,333,5,True,True,False,Solid AI output. The logic score of 91.7% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-11-18 00:00:00
105_335,335,1,False,False,True,Output was insufficient to make a call. The interview transcript was incomplete and the AI score felt unreliable. I escalated for a re-interview. Useful to have the flag but the system needs better handling of incomplete session data.,Hold,2024-06-04 00:00:00
105_336,336,2,True,False,False,"I almost overrode this one because Rajan had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",Reject,2024-02-03 00:00:00
105_337,337,5,True,True,False,"AI output was accurate for Lokesh. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2025-01-21 00:00:00
105_338,338,4,True,True,False,"Useful output for this candidate. The coding score (40.1%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Rakesh's notice period is 90 days, which matters for our timeline.",,2025-03-28 00:00:00
105_339,339,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-02-25 00:00:00
105_340,340,4,True,True,True,Clean output. The confidence score on the rejection (60% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-08-20 00:00:00
105_341,341,5,True,True,False,"Useful output for this candidate. The coding score (72.7%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Vandana's notice period is 90 days, which matters for our timeline.",,2024-10-31 00:00:00
105_343,343,3,True,True,False,Good catch by the AI — Rohit's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-09-15 00:00:00
105_344,344,4,True,True,False,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Vivek's hold was vague — I had to design the follow-up interview criteria myself.,,2025-03-26 00:00:00
105_345,345,4,True,True,False,Good catch by the AI — Mayank's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-08-04 00:00:00
105_346,346,3,False,True,False,Hold was the right call. Kajal is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,Hold,2024-11-25 00:00:00
105_348,348,2,False,False,False,Clean output. The confidence score on the rejection (17% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,Reject,2025-02-22 00:00:00
105_350,350,3,False,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-07-30 00:00:00
105_352,352,2,False,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2025-01-29 00:00:00
105_353,353,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-02-21 00:00:00
105_354,354,4,True,True,False,"AI output was accurate for Uday. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-12-23 00:00:00
105_355,355,4,True,True,False,Agreed with the rejection for Lakshmi. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-05-27 00:00:00
105_356,356,5,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-08-14 00:00:00
105_357,357,2,False,False,False,Agreed with the rejection for Mansi. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,Reject,2024-07-23 00:00:00
105_358,358,5,True,True,False,Solid AI output. The logic score of 85.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-10-07 00:00:00
105_359,359,1,False,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2025-04-06 00:00:00
105_361,361,5,True,True,False,"AI output was accurate for Tanvi. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-07-19 00:00:00
105_362,362,3,True,True,False,"I almost overrode this one because Komal had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-11-14 00:00:00
105_363,363,4,True,True,False,"Useful output for this candidate. The coding score (73.3%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Trisha's notice period is 90 days, which matters for our timeline.",,2024-07-18 00:00:00
105_364,364,1,False,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-09-16 00:00:00
105_365,365,2,False,False,False,Agreed with the rejection for Sapna. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,Reject,2025-03-15 00:00:00
105_366,366,1,False,False,False,Agreed with the rejection for Ashwin. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,Reject,2025-01-21 00:00:00
105_368,368,3,True,True,False,"I almost overrode this one because Shruti had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-08-16 00:00:00
105_369,369,4,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2024-11-03 00:00:00
105_370,370,4,True,True,False,"Useful output for this candidate. The coding score (91.6%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Archana's notice period is 90 days, which matters for our timeline.",,2025-04-20 00:00:00
105_371,371,3,True,True,False,Clean output. The confidence score on the rejection (48% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2025-03-23 00:00:00
105_373,373,3,True,True,False,Hold was the right call. Pooja is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,,2024-10-20 00:00:00
105_374,374,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-05-14 00:00:00
105_375,375,3,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-01-31 00:00:00
105_376,376,4,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-07-14 00:00:00
105_377,377,4,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2024-09-26 00:00:00
105_378,378,5,True,True,False,"Useful output for this candidate. The coding score (69.2%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Poonam's notice period is 90 days, which matters for our timeline.",,2024-01-28 00:00:00
105_379,379,5,True,True,False,Solid AI output. The logic score of 92.0% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-10-09 00:00:00
105_380,380,3,True,True,False,I agreed with the hold for Rajesh but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-04-29 00:00:00
105_381,381,4,True,True,False,"Useful output for this candidate. The coding score (56.5%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Tanvi's notice period is 90 days, which matters for our timeline.",,2024-07-06 00:00:00
105_382,382,2,False,False,False,"For Vinay, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2024-06-18 00:00:00
105_383,383,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-10-28 00:00:00
105_384,384,5,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-09-02 00:00:00
105_385,385,4,True,True,False,"I almost overrode this one because Nisha had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2025-01-05 00:00:00
105_386,386,5,True,True,False,Solid AI output. The logic score of 79.1% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-04-05 00:00:00
105_388,388,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-04-19 00:00:00
105_389,389,5,True,True,False,Solid AI output. The logic score of 91.0% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-02-15 00:00:00
105_390,390,2,False,False,False,Good catch by the AI — Khushi's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,Proceed,2024-02-12 00:00:00
105_391,391,4,True,True,False,"Useful output for this candidate. The coding score (84.9%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Bhavna's notice period is 90 days, which matters for our timeline.",,2024-03-14 00:00:00
105_392,392,3,False,True,False,Clean output. The confidence score on the rejection (44% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,Reject,2025-04-04 00:00:00
105_393,393,1,False,False,False,The AI correctly flagged the drop-off in performance between sections. Deepika's MCQ was deceptively okay (24.3%) but the coding section (16.2%) exposed the gap. System was right. Rejection communicated.,Reject,2025-03-18 00:00:00
105_395,395,3,True,True,False,The AI correctly flagged the drop-off in performance between sections. Uday's MCQ was deceptively okay (71.6%) but the coding section (52.7%) exposed the gap. System was right. Rejection communicated.,,2025-01-01 00:00:00
105_396,396,4,True,True,True,"Useful output for this candidate. The coding score (75.1%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Rishabh's notice period is 90 days, which matters for our timeline.",,2024-11-29 00:00:00
105_397,397,3,False,True,False,Hold was the right call. Aditi is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,Hold,2024-12-22 00:00:00
105_399,399,5,True,True,False,Solid AI output. The logic score of 87.1% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-02-04 00:00:00
105_400,400,3,False,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-09-02 00:00:00
105_401,401,2,False,False,False,I agreed with the hold for Komal but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,Hold,2025-03-05 00:00:00
105_402,402,5,True,True,False,"AI output was accurate for Vinay. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-11-21 00:00:00
105_403,403,4,True,True,False,I agreed with the hold for Yash but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-05-25 00:00:00
105_404,404,3,True,True,False,Solid AI output. The logic score of 67.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-06-15 00:00:00
105_406,406,4,True,True,False,"For Aditi, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",,2024-02-05 00:00:00
105_407,407,3,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2025-04-12 00:00:00
105_408,408,2,True,False,False,"I almost overrode this one because Neeraj had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-10-08 00:00:00
105_409,409,2,False,False,False,Good catch by the AI — Shubham's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,Proceed,2024-10-10 00:00:00
105_410,410,4,True,True,False,Good catch by the AI — Aakanksha's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-07-27 00:00:00
105_412,412,3,False,True,True,I agreed with the hold for Urvashi but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,Hold,2025-02-19 00:00:00
105_413,413,1,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-02-17 00:00:00
105_414,414,2,False,False,False,"Useful output for this candidate. The coding score (56.0%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Manish's notice period is 90 days, which matters for our timeline.",Proceed,2024-07-01 00:00:00
105_415,415,5,True,True,False,Solid AI output. The logic score of 87.9% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-09-19 00:00:00
105_417,417,3,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-08-02 00:00:00
105_419,419,5,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-05-21 00:00:00
105_421,421,5,True,True,True,"AI output was accurate for Amit. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-02-01 00:00:00
105_424,424,3,True,True,False,Clean output. The confidence score on the rejection (68% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-03-17 00:00:00
105_425,425,3,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2025-04-26 00:00:00
105_426,426,1,False,False,False,I agreed with the hold for Ashish but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,Hold,2024-05-19 00:00:00
105_427,427,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-08-17 00:00:00
105_428,428,3,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2024-08-27 00:00:00
105_429,429,4,True,True,False,"Useful output for this candidate. The coding score (84.3%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Ishita's notice period is 90 days, which matters for our timeline.",,2024-09-13 00:00:00
105_431,431,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-02-11 00:00:00
105_433,433,3,True,True,False,"I almost overrode this one because Hemant had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-08-03 00:00:00
105_434,434,3,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-07-21 00:00:00
105_435,435,4,True,True,False,Solid AI output. The logic score of 80.7% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-01-14 00:00:00
105_436,436,2,False,False,False,"AI output was accurate for Neeraj. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",Proceed,2025-02-25 00:00:00
105_437,437,2,True,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-03-26 00:00:00
105_438,438,2,True,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-02-20 00:00:00
105_439,439,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-12-28 00:00:00
105_440,440,1,False,False,False,I disagreed with the AI recommendation. Sapna had a strong background that wasn't captured well in the structured questions. The avatar format may not be suited for all candidate types. Raised concern with the team about assessment design.,Hold,2024-06-28 00:00:00
105_441,441,3,True,True,False,Hold was the right call. Arnav is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,,2024-02-05 00:00:00
105_442,442,4,True,True,False,Solid AI output. The logic score of 52.0% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-06-23 00:00:00
105_443,443,3,False,True,False,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Harshit's hold was vague — I had to design the follow-up interview criteria myself.,Hold,2024-07-07 00:00:00
105_444,444,4,True,True,False,Solid AI output. The logic score of 79.2% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-02-25 00:00:00
105_445,445,3,False,True,False,Clean output. The confidence score on the rejection (32% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,Reject,2024-08-20 00:00:00
105_446,446,3,False,True,True,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-04-24 00:00:00
105_447,447,1,False,False,False,Output was insufficient to make a call. The interview transcript was incomplete and the AI score felt unreliable. I escalated for a re-interview. Useful to have the flag but the system needs better handling of incomplete session data.,Hold,2024-09-01 00:00:00
105_448,448,4,True,True,False,"I almost overrode this one because Aakanksha had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-04-28 00:00:00
105_449,449,5,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-01-26 00:00:00
105_450,450,4,True,True,False,"Useful output for this candidate. The coding score (43.4%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Mohit's notice period is 90 days, which matters for our timeline.",,2025-01-27 00:00:00
105_452,452,5,True,True,False,"Useful output for this candidate. The coding score (84.4%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Jay's notice period is 90 days, which matters for our timeline.",,2024-02-05 00:00:00
105_453,453,4,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2024-05-24 00:00:00
105_454,454,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-04-04 00:00:00
105_455,455,4,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-03-22 00:00:00
105_456,456,3,True,True,False,Solid AI output. The logic score of 66.3% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-02-04 00:00:00
105_461,461,4,True,True,False,"I almost overrode this one because Vivek had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-07-21 00:00:00
105_462,462,4,True,True,False,"I almost overrode this one because Roshni had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2025-01-17 00:00:00
105_463,463,2,False,False,False,Solid AI output. The logic score of 62.0% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,Proceed,2024-06-15 00:00:00
105_464,464,2,True,False,False,"I almost overrode this one because Karan had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",Reject,2025-03-07 00:00:00
105_465,465,2,False,False,False,"For Vikram, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2025-03-13 00:00:00
105_466,466,3,False,True,False,"I almost overrode this one because Saurabh had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",Reject,2024-05-30 00:00:00
105_467,467,2,True,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-11-04 00:00:00
105_468,468,2,False,False,False,I disagreed with the AI recommendation. Simran had a strong background that wasn't captured well in the structured questions. The avatar format may not be suited for all candidate types. Raised concern with the team about assessment design.,Reject,2024-04-15 00:00:00
105_469,469,5,True,True,False,Good catch by the AI — Aarav's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2025-04-19 00:00:00
105_470,470,3,True,True,False,"I almost overrode this one because Parth had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-08-16 00:00:00
105_471,471,5,True,True,False,"Useful output for this candidate. The coding score (76.6%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Rakesh's notice period is 90 days, which matters for our timeline.",,2024-12-24 00:00:00
105_472,472,3,True,True,False,Agreed with the rejection for Sumit. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-09-03 00:00:00
105_473,473,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-10-30 00:00:00
105_475,475,4,True,True,False,Agreed with the rejection for Sahil. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-05-15 00:00:00
105_477,477,5,True,True,False,"AI output was accurate for Piyush. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-06-23 00:00:00
105_478,478,3,True,True,False,Agreed with the rejection for Ankit. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-04-09 00:00:00
105_481,481,5,True,True,False,Solid AI output. The logic score of 77.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-10-13 00:00:00
105_482,482,4,True,True,False,Good catch by the AI — Anusha's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-02-16 00:00:00
105_483,483,3,True,True,False,I agreed with the hold for Komal but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-04-19 00:00:00
105_485,485,3,False,True,False,"I almost overrode this one because Ishita had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",Reject,2024-01-25 00:00:00
105_486,486,4,True,True,False,"Useful output for this candidate. The coding score (65.5%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Aarav's notice period is 90 days, which matters for our timeline.",,2025-03-21 00:00:00
105_487,487,2,True,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-10-24 00:00:00
105_488,488,3,False,True,False,Good catch by the AI — Soham's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,Proceed,2024-12-31 00:00:00
105_490,490,3,True,True,False,I agreed with the hold for Mihir but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-11-23 00:00:00
105_491,491,5,True,True,False,Good catch by the AI — Chirag's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-06-05 00:00:00
105_493,493,5,True,True,False,Good catch by the AI — Deepak's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2025-04-10 00:00:00
